Exoplanet Archive Disposition,Orbital Period [days],Disposition Score,Planet-Star Radius Ratio,Planetary Radius [Earth radii],Orbit Semi-Major Axis [au],Inclination [deg],Equilibrium Temperature [K],Insolation Flux [Earth flux],Stellar Effective Temperature [K],Stellar Surface Gravity [log10(cm/s**2)],Stellar Metallicity [dex],Stellar Radius [Solar radii],Stellar Mass [Solar mass],Eccentricity,Transit Depth [ppm],Transit Duration [hrs],Transit Signal-to-Noise,Number of Transits,Not Transit-Like False Positive Flag,Stellar Eclipse False Positive Flag,Centroid Offset False Positive Flag,Ephemeris Match Indicates Contamination False Positive Flag
CANDIDATE,106.18732,0.805,0.01388,231.85,0.4546,89.98,2660.0,11829.18,3287.0,0.114,-0.1,152.969,1.11,0.0,266.1,10.29,8.6,3.0,0,0,0,0
CONFIRMED,105.6552651,1.0,0.033986,4.22,0.4389,89.74,407.0,6.51,5741.0,4.331,0.16,1.136,1.01,0.0,1366.9,9.39,42.3,12.0,0,0,0,0
FALSE POSITIVE,4.029803201,0.0,0.404176,47.58,0.0501,89.0,1233.0,545.64,6024.0,4.385,-0.06,1.078,1.028,0.0,191070.0,4.4301,352.3,153.0,0,1,0,0
FALSE POSITIVE,1.303858554,0.0,0.499714,73.29,0.0238,71.49,2080.0,4438.11,6282.0,4.207,-0.24,1.343,1.057,0.0,126640.0,4.36797,904.0,479.0,0,1,1,0
CANDIDATE,9.74765878,0.981,0.009733,0.78,0.0834,88.27,679.0,50.3,5176.0,4.612,-0.18,0.738,0.826,0.0,102.0,2.62,11.6,131.0,0,0,0,0
CONFIRMED,3.18899015,1.0,0.007617,0.98,0.0434,86.09,1309.0,693.65,5700.0,4.327,0.34,1.176,1.071,0.0,66.2,2.722,18.4,416.0,0,0,0,0
CANDIDATE,309.89103,0.475,0.017056,2.15,0.9485,89.73,314.0,2.3,6450.0,4.386,-0.08,1.155,1.183,0.0,321.3,16.4,10.7,4.0,0,0,0,0
FALSE POSITIVE,1.570518376,0.0,0.349222,450.76,0.0385,48.03,4106.0,67267.85,5314.0,2.782,0.07,11.82,3.083,0.0,2213.2,3.2035,76.7,681.0,0,1,0,0
FALSE POSITIVE,115.9943364,0.0,0.170135,13.66,0.4185,90.0,265.0,1.16,4530.0,4.566,0.22,0.735,0.725,0.0,37571.0,2.4136,102.4,10.0,0,1,0,0
FALSE POSITIVE,0.623441636,0.0,0.408688,29.19,0.0123,63.03,1711.0,2025.22,5319.0,4.612,-0.96,0.654,0.638,0.0,19340.0,1.46001,164.7,1814.0,0,1,0,0
FALSE POSITIVE,14.5417471,0.0,0.252447,163.25,0.1308,78.74,1494.0,1176.23,5032.0,3.042,-0.34,5.922,1.41,0.0,1088.6,5.6067,71.2,90.0,0,1,1,1
FALSE POSITIVE,2.81753381,0.0,0.441301,52.91,0.0381,72.57,1494.0,1180.61,6313.0,4.325,-0.58,1.098,0.929,0.0,3836.0,2.1551,39.3,32.0,0,1,0,0
CONFIRMED,0.762132307,0.994,0.007382,0.75,0.0162,84.88,1872.0,2913.14,5594.0,4.489,0.16,0.934,0.981,0.0,63.7,1.22,11.5,1656.0,0,0,0,0
FALSE POSITIVE,56.6993107,0.0,0.364464,539.16,0.3702,87.69,1261.0,598.36,4727.0,2.497,0.02,13.547,2.1,0.0,5824.7,7.0706,76.3,19.0,0,0,1,0
FALSE POSITIVE,161.252247,0.0,0.050688,4.49,0.5299,88.25,303.0,2.0,5555.0,4.502,-0.46,0.811,0.762,0.0,2185.9,23.467,84.1,7.0,1,0,1,1
FALSE POSITIVE,0.867719291,0.0,0.327751,37.79,0.0179,20.52,2106.0,4662.2,6220.0,4.398,-0.22,1.056,1.013,0.0,2651.8,6.323,157.1,1545.0,1,0,1,1
CANDIDATE,1.803697292,0.0,0.007829,1.0,0.0296,87.1,1783.0,2385.75,6438.0,4.33,-0.26,1.166,1.054,0.0,69.7,1.5922,25.8,741.0,0,0,0,0
FALSE POSITIVE,0.84112187,0.0,0.509595,39.34,0.0153,72.19,1514.0,1240.91,5048.0,4.571,-0.42,0.707,0.679,0.0,75070.0,2.0431,89.7,385.00676798860127,0,1,0,0
FALSE POSITIVE,0.828326025,0.0,0.465053,49.67,0.0163,64.17,1845.0,2739.59,5400.0,4.382,0.02,0.978,0.842,0.0,10718.0,1.42721,164.5,385.00676798860127,0,1,0,0
FALSE POSITIVE,1.219324537,0.0,0.618896,60.62,0.0211,81.21,1569.0,1432.21,5455.0,4.458,-0.08,0.897,0.844,0.0,379060.0,4.7501,241.0,443.0,0,1,0,0
FALSE POSITIVE,2.401751509,0.0,4.418495,268.75,0.0288,66.1,888.0,146.91,4577.0,4.688,-0.9,0.557,0.552,0.0,25044.0,2.0835,83.1,472.0,0,1,0,0
FALSE POSITIVE,36.97709537,0.0,0.546343,59.66,0.2177,89.41,546.0,21.08,5780.0,4.438,0.0,1.0,1.0,0.0,217140.0,5.2063,204.9,19.0,0,1,0,0
FALSE POSITIVE,16.371883638,0.0,0.457732,70.73,0.1241,88.31,840.0,117.9,5642.0,4.114,-0.02,1.415,0.95,0.0,65927.0,3.44467,639.8,40.0,0,1,0,0
FALSE POSITIVE,2.617284592,0.0,0.562361,162.67,0.0386,76.05,2013.0,3885.11,5510.0,3.641,-0.56,2.649,1.119,0.0,231450.0,9.5545,1215.2,302.0,0,1,0,0
FALSE POSITIVE,10.14873521,0.0,0.502467,71.11,0.0937,86.54,1045.0,281.19,6366.0,4.239,-0.26,1.296,1.059,0.0,116120.0,5.603,250.9,127.0,0,1,0,0
FALSE POSITIVE,2.897436854,0.0,0.592374,64.69,0.0399,86.27,1277.0,627.44,5780.0,4.438,0.0,1.0,1.0,0.0,289810.0,3.2833,274.2,213.0,0,1,0,0
CONFIRMED,5.546083089,0.0,0.050506,22.27,0.078,83.88,2336.0,7027.09,7358.0,3.538,-0.08,4.037,2.054,0.0,2211.0,2.717,56.4,238.0,0,0,0,0
FALSE POSITIVE,6.87366398,0.0,0.136634,12.01,0.0681,78.12,859.0,128.52,5662.0,4.575,-0.26,0.805,0.899,0.0,9766.9,7.0845,143.2,165.0,1,0,1,0
FALSE POSITIVE,6.87366412,0.0,0.021076,102.89177806760134,0.0851,88.5,1085.3858276274318,141.6,5706.8232800782525,4.438,-0.1,1.0,0.974,0.0,421.1,4.85,23.0,167.0,1,0,1,0
FALSE POSITIVE,0.668483494,0.0,1.270693,138.76,0.015,80.64,2082.0,4439.53,5780.0,4.438,0.0,1.0,1.0,0.0,722770.0,2.4129,334.3,0.0,0,1,0,0
FALSE POSITIVE,1.070272827,0.086,0.402965,28.73,0.0182,43.29,1224.0,528.52,4628.0,4.651,-0.1,0.653,0.723,0.0,9886.5,4.2844,284.0,1064.0,0,0,1,0
FALSE POSITIVE,0.977170246,0.0,0.011819,5.08,0.0231,69.53,3226.0,25506.22,5596.0,3.48,-0.06,3.938,1.707,0.0,151.1,3.4842,94.5,1373.0,0,1,1,0
FALSE POSITIVE,1.135930136,0.0,0.49963,52.05,0.0215,50.72,1836.0,2683.57,6247.0,4.489,-0.34,0.954,1.022,0.0,27247.0,4.5036,551.7,1012.0,0,1,0,0
FALSE POSITIVE,1.801863222,0.0,0.572771,145.36,0.0342,76.42,2721.0,12930.1,7479.0,3.919,-0.3,2.324,1.634,0.0,262580.0,7.2492,463.4,552.0,1,0,0,0
FALSE POSITIVE,54.77145968,0.006,0.081293,34.32,0.3299,86.29,777.0,86.12,5145.0,3.466,0.02,3.866,1.594,0.0,7224.8,37.1871,751.1,26.0,0,1,0,0
FALSE POSITIVE,1.674690886,0.0,0.235701,29.78,0.028,51.39,1813.0,2558.96,6397.0,4.331,-0.26,1.157,1.042,0.0,527.4,2.0179,118.6,798.0,0,1,1,0
CANDIDATE,1.013774136,0.0,0.43757,18.59,0.0147,77.34,827.0,110.51,3644.0,4.871,-0.3,0.389,0.412,0.0,33878.0,1.2774,166.8,88.0,0,0,0,0
CANDIDATE,290.1401717,0.996,0.083972,11.58,0.8431,89.9,304.0,2.02,5631.0,4.212,0.07,1.263,0.947,0.0,4836.0,2.1583,69.1,5.0,0,0,0,0
CONFIRMED,161.515617,1.0,0.041208,2.88,0.503,90.0,211.0,0.47,4243.0,4.637,0.02,0.641,0.651,0.0,2215.3,6.548,25.2,9.0,0,0,0,0
FALSE POSITIVE,2.112405306,0.0,0.230297,19.01,0.0303,51.03,1225.0,533.2,5562.0,4.601,-0.38,0.756,0.845,0.0,489.0,2.5845,42.2,512.0,0,1,1,1
FALSE POSITIVE,1.870990236,0.0,0.220077,26.1,0.031,58.98,1668.0,1824.38,6384.0,4.419,-0.16,1.086,1.129,0.0,642.6,1.8432,37.4,603.0,0,0,1,0
FALSE POSITIVE,5.56648691,0.0,0.031487,43.67,0.0795,61.4,2618.0,11089.75,4694.0,2.564,0.2,12.701,2.156,0.0,694.9,10.931,103.6,239.0,0,1,0,0
FALSE POSITIVE,1.33253834,0.0,0.007151,0.64,0.023,86.62,1453.0,1051.03,5520.0,4.572,-0.08,0.818,0.917,0.0,62.4,3.737,9.7,981.0,0,0,1,0
FALSE POSITIVE,1.241483276,0.0,0.236943,27.25,0.0226,29.46,1847.0,2761.35,6140.0,4.394,-0.2,1.053,1.001,0.0,141.0,2.195,32.0,1079.0,0,1,1,1
FALSE POSITIVE,3.01551943,0.0,0.516792,155.81,0.0447,84.69,1837.0,2692.16,5299.0,3.672,-0.16,2.761,1.306,0.0,159580.0,3.1713,367.3,521.0,0,1,0,0
FALSE POSITIVE,2.112395777,0.0,1.05549,115.26,0.0323,82.21,1419.0,957.45,5780.0,4.438,0.0,1.0,1.0,0.0,262600.0,2.7714,243.2,285.0,0,1,0,0
CONFIRMED,14.8444836,0.636,0.012341,2.49,0.1329,89.54,1092.0,336.06,6642.0,4.057,-0.02,1.846,1.421,0.0,177.9,6.091,10.5,74.0,0,0,0,0
FALSE POSITIVE,2.252417903,0.0,0.45607,27.09,0.0274,80.57,782.0,88.43,3979.0,4.699,-0.26,0.544,0.539,0.0,32296.0,1.9767,129.5,1007.0,0,1,0,0
FALSE POSITIVE,2.900613144,0.0,0.379996,38.63,0.039,87.6,1289.0,650.9,5977.0,4.472,-0.3,0.931,0.94,0.0,165480.0,3.7357,617.7,150.0,0,1,0,0
FALSE POSITIVE,174.7697122,0.0,0.441845,38.79,0.588,89.9,294.0,1.77,5704.0,4.575,-0.3,0.804,0.897,0.0,68139.0,2.3569,100.4,9.0,0,1,0,0
FALSE POSITIVE,31.43284649,0.0,0.523932,57.21,0.1953,89.19,577.0,26.19,5780.0,4.438,0.0,1.0,1.0,0.0,178870.0,5.3541,154.0,30.0,0,1,0,0
CANDIDATE,1.72110057,0.873,0.005467,0.7,0.0288,80.25,1607.0,1575.2,5700.0,4.327,0.34,1.176,1.071,0.0,29.7,1.922,9.3,692.0,0,0,0,0
FALSE POSITIVE,9.72675447,0.0,3.745903,995.22,0.102,33.72,1363.0,815.99,6327.0,3.84,-0.06,2.433,1.495,0.0,6641.6,19.6214,366.4,143.0,0,1,1,1
FALSE POSITIVE,8.096939227,0.0,0.442225,68.48,0.0835,88.27,1194.0,481.48,6572.0,4.208,-0.28,1.418,1.19,0.0,142890.0,2.8833,177.9,76.0,0,1,0,0
FALSE POSITIVE,0.64234865,0.0,0.29825,25.76,0.0136,65.02,1829.0,2653.37,5441.0,4.553,-0.26,0.791,0.814,0.0,39597.0,2.1184,231.7,1214.0,0,1,0,0
FALSE POSITIVE,130.4194187,0.0,0.312575,57.51,0.4888,89.2,473.0,11.79,5770.0,3.946,-0.46,1.685,0.915,0.0,2290.9,4.165,90.4,11.0,0,1,0,0
FALSE POSITIVE,1.78526527,0.0,0.307162,41.19,0.0307,31.38,1815.0,2563.99,6505.0,4.342,-0.06,1.228,1.211,0.0,1733.1,6.2233,123.1,52.0,0,0,1,0
FALSE POSITIVE,4.8591441,1.0,0.052321,6.9,0.06,78.81,1303.0,681.41,6586.0,4.361,-0.08,1.207,1.226,0.0,2183.6,3.8588,81.6,19.0,0,0,1,0
FALSE POSITIVE,5.95077813,0.0,0.030058,32.26,0.0897,78.52,2366.0,7394.55,5122.0,2.886,0.07,9.828,2.707,0.0,761.8,5.6,71.9,229.0,0,0,1,0
FALSE POSITIVE,99.673478,0.0,10.723516,576.14,0.3403,89.38,262.0,1.11,4932.0,4.777,-2.5,0.492,0.528,0.0,2496.0,0.968,12.6,12.0,0,0,1,0
CANDIDATE,4.7425521,1.0,0.063231,7.27,0.0579,87.66,1159.0,426.49,6161.0,4.454,0.07,1.053,1.15,0.0,3583.0,1.11,10.9,242.0,0,0,0,0
FALSE POSITIVE,0.955297055,0.0,0.22654,18.16,0.0168,45.21,1550.0,1367.42,5319.0,4.548,-0.56,0.734,0.694,0.0,846.1,1.7405,67.3,1399.0,0,1,1,0
FALSE POSITIVE,280.476576,0.0,0.032397,3.16,0.8331,87.55,268.0,1.22,5869.0,4.528,-0.14,0.892,0.98,0.0,651.2,32.24,38.7,5.0,0,1,1,0
FALSE POSITIVE,152.8255989,1.0,0.042512,34.85,0.676,89.53,734.0,68.47,4991.0,2.933,-0.18,7.506,1.761,0.0,2173.5,22.688,98.9,9.0,0,1,0,0
CANDIDATE,47.1096306,1.0,0.260165,78.98,0.2648,85.88,751.0,75.4,5258.0,3.597,-0.42,2.78,1.115,0.0,752.2,5.741,35.1,29.0,0,0,0,0
CONFIRMED,2.41660149,1.0,0.008255,0.92,0.036,89.79,1343.0,770.05,5705.0,4.444,0.34,1.026,1.069,0.0,83.6,1.9699,33.7,558.0,0,0,0,0
FALSE POSITIVE,4.252082243,0.0,0.382184,33.14,0.0459,78.95,1064.0,303.48,5802.0,4.492,-0.92,0.794,0.714,0.0,8290.5,2.7543,254.8,317.0,0,1,1,0
FALSE POSITIVE,14.180228311,0.0,0.500435,62.41,0.1154,88.5,873.0,137.11,6289.0,4.33,-0.26,1.142,1.015,0.0,172740.0,4.5344,472.3,42.0,0,1,0,0
CONFIRMED,282.5253558,0.963,0.090074,8.98,0.836,89.93,264.0,1.15,5725.0,4.506,0.0,0.913,0.974,0.0,9746.4,10.7965,696.0,5.0,0,0,0,0
FALSE POSITIVE,1.87887673,0.0,1.0993,148.25,0.0304,84.55,1846.0,2750.37,6569.0,4.281,-0.42,1.235,1.06,0.0,824390.0,6.60887,3176.9,0.0,0,1,0,0
FALSE POSITIVE,17.79391159,0.0,0.304958,33.3,0.1337,88.86,697.0,55.88,5780.0,4.438,0.0,1.0,1.0,0.0,93395.0,4.3194,247.0,35.0,0,1,0,0
FALSE POSITIVE,7.942583252,0.0,0.920896,219.02,0.0781,81.42,1285.0,644.35,5516.0,3.765,-0.48,2.178,1.007,0.0,88327.0,7.0612,855.4,80.0,0,1,1,0
FALSE POSITIVE,15.85231085,0.0,6.221997,679.44,0.1238,85.93,725.0,65.17,5780.0,4.438,0.0,1.0,1.0,0.0,437860.0,4.8707,252.4,41.0,0,0,1,0
FALSE POSITIVE,2.415925551,0.0,0.840385,300.82,0.0445,81.69,3329.0,29070.1,8796.0,3.711,-0.5,3.278,2.014,0.0,560970.0,9.7769,1598.3,0.0,0,1,0,0
FALSE POSITIVE,0.656201038,0.0,1.033681,112.77,0.0152,53.45,2157.0,5094.25,6025.0,4.472,0.02,0.999,1.08,0.0,174860.0,4.17901,2065.8,1731.0,0,1,0,0
FALSE POSITIVE,2.617280959,0.0,2.695783,395.94,0.038,18.64,1689.0,1918.98,6432.0,4.207,-0.34,1.345,1.06,0.0,3089.9,9.661,262.4,519.0,0,1,1,1
CANDIDATE,18.577903,0.0,0.009226,1.36,0.1402,89.15,879.0,140.97,6432.0,4.207,-0.34,1.345,1.06,0.0,99.8,20.11,6.6,47.0,0,0,0,0
FALSE POSITIVE,1.412524016,0.0,0.537589,68.92,0.0261,71.49,1978.0,3627.17,6690.0,4.375,-0.22,1.174,1.198,0.0,175780.0,5.74859,1475.4,808.0,0,1,0,0
FALSE POSITIVE,5.77676732,0.0,0.372037,26.2,0.0542,69.06,670.0,47.55,4401.0,4.621,-0.18,0.645,0.634,0.0,5794.8,6.822,74.1,201.0,0,1,1,1
CONFIRMED,88.40678718,0.927,0.03884,4.55,0.392,89.37,410.0,6.65,5611.0,4.388,0.36,1.073,1.026,0.0,1724.4,12.3079,328.0,16.0,0,0,0,0
FALSE POSITIVE,3.635723653,0.0,0.008702,1.23,0.0476,85.93,1478.0,1126.72,6422.0,4.249,-0.24,1.295,1.082,0.0,80.0,2.1862,43.1,371.0,0,0,1,0
FALSE POSITIVE,369.181947,0.207,0.027739,2.6,0.9894,90.0,245.0,0.85,5959.0,4.546,-0.32,0.859,0.948,0.0,913.0,3.239,9.9,3.0,1,0,0,0
FALSE POSITIVE,45.3968385,0.0,0.275783,21.23,0.2293,87.13,437.0,8.62,5649.0,4.633,-0.7,0.705,0.786,0.0,1355.2,4.477,38.9,31.0,0,1,1,0
FALSE POSITIVE,15.160166,0.0,0.01607,2.09,0.1212,89.33,821.0,107.59,5940.0,4.3,0.02,1.191,1.03,0.0,307.9,5.856,26.1,87.0,0,0,1,0
FALSE POSITIVE,2.63009438,0.0,0.21442,25.55,0.0389,18.9,1480.0,1135.97,6338.0,4.418,-0.1,1.091,1.137,0.0,388.9,11.226,69.4,518.0,0,0,1,1
FALSE POSITIVE,9.40527028,0.0,0.233462,25.39,0.0888,81.35,938.0,182.72,6347.0,4.464,-0.34,0.996,1.053,0.0,470.9,2.076,20.7,112.0,0,0,1,0
FALSE POSITIVE,4.15713766,0.0,0.008098,1.17,0.055,89.6,1401.0,908.82,6470.0,4.301,0.12,1.324,1.281,0.0,77.0,1.808,9.2,324.0,0,0,1,0
FALSE POSITIVE,3.2136904,0.015,0.007099,1.22,0.0464,86.48,1591.0,1515.7,6184.0,4.151,0.18,1.579,1.289,0.0,55.8,2.205,19.2,332.0,0,0,1,0
FALSE POSITIVE,2.87066026,0.0,0.019741,1.72,0.0378,88.82,1196.0,484.17,5910.0,4.578,-0.52,0.796,0.875,0.0,450.8,1.541,13.2,459.0,0,0,1,0
FALSE POSITIVE,31.24611088,0.0,0.021076,102.89177806760134,0.0851,88.5,1085.3858276274318,141.6,5706.8232800782525,4.438,-0.1,1.0,0.974,0.0,421.1,4.76,23.0,385.00676798860127,0,0,0,0
FALSE POSITIVE,82.37208458,0.0,0.021076,102.89177806760134,0.0851,88.5,1085.3858276274318,141.6,5706.8232800782525,4.438,-0.1,1.0,0.974,0.0,421.1,6.35,23.0,385.00676798860127,0,0,0,0
FALSE POSITIVE,0.991105114,0.0,0.584104,36.87,0.0162,82.97,1257.0,589.31,4769.0,4.673,-0.92,0.578,0.574,0.0,286390.0,2.2137,273.8,272.0,1,0,0,0
FALSE POSITIVE,12.425580393,0.0,0.263021,21.34,0.0961,24.95,563.0,23.83,4594.0,4.58,0.3,0.743,0.765,0.0,1131.0,57.2012,58.8,112.0,1,0,1,1
CONFIRMED,138.944022,0.994,0.021092,2.57,0.5329,89.89,384.0,5.13,6014.0,4.362,0.0,1.115,1.044,0.0,530.2,10.611,28.0,11.0,0,0,0,0
FALSE POSITIVE,12.4260454,0.0,0.029607,2.64,0.1015,51.85,706.0,58.88,5645.0,4.569,-0.2,0.817,0.908,0.0,582.1,27.7691,55.7,112.0,1,0,1,1
FALSE POSITIVE,12.4260002,0.0,0.026842,2.39,0.1015,47.82,706.0,58.88,5645.0,4.569,-0.2,0.817,0.908,0.0,468.6,30.1966,47.8,114.0,1,0,1,1
FALSE POSITIVE,1.50650136,0.0,0.007725,0.8,0.0238,79.98,1562.0,1403.44,5607.0,4.381,-0.34,0.948,0.788,0.0,66.9,3.1126,41.9,893.0,0,1,0,1
CANDIDATE,0.968026356,0.045,0.013644,1.78,0.0207,89.7,2167.0,5205.91,6469.0,4.385,0.07,1.193,1.26,0.0,212.7,0.7143,32.6,1384.0,0,0,0,0
FALSE POSITIVE,1.179969562,0.0,0.281884,120.02,0.0262,48.76,2960.0,18136.88,5500.0,3.491,-0.02,3.899,1.719,0.0,1109.3,1.9745,277.9,903.0,0,1,0,0
FALSE POSITIVE,10.10176739,0.0,0.275518,26.09,0.09,82.1,829.0,111.86,6058.0,4.54,-0.4,0.867,0.95,0.0,601.7,2.1267,28.8,103.0,0,1,0,0
CANDIDATE,10.57910009,0.384,0.016983,2.03,0.0986,89.55,929.0,175.79,6323.0,4.418,-0.08,1.093,1.14,0.0,329.3,1.4553,17.9,128.0,0,0,0,0
CONFIRMED,1.480283464,0.979,0.007091,0.97,0.0257,89.28,1822.0,2597.27,5897.0,4.25,0.02,1.259,1.026,0.0,60.5,2.486,21.3,721.0,0,0,0,0
FALSE POSITIVE,15.420409367,0.0,0.172989,16.62,0.1173,88.38,661.0,45.03,5468.0,4.505,0.04,0.88,0.903,0.0,14759.0,2.3707,268.5,85.0,0,1,0,0
CONFIRMED,9.97682072,1.0,0.028075,2.85,0.0849,89.94,802.0,97.85,5500.0,4.416,-0.16,0.928,0.821,0.0,966.8,3.4873,31.3,137.0,0,0,0,0
FALSE POSITIVE,61.4913415,0.0,0.069936,4.57,0.256,88.02,323.0,2.58,4796.0,4.656,-0.8,0.598,0.59,0.0,3692.4,9.627,70.5,20.0,0,0,1,1
CANDIDATE,5.0263815,0.921,0.008026,0.84,0.0551,88.78,1065.0,305.12,5783.0,4.418,-0.24,0.962,0.885,0.0,77.2,4.384,8.5,269.0,0,0,0,0
FALSE POSITIVE,16.00351679,0.0,0.237257,18.01,0.11,81.4,586.0,27.83,5283.0,4.594,-0.62,0.695,0.691,0.0,668.3,4.001,29.9,84.0,0,1,1,0
FALSE POSITIVE,1.86390886,0.0,0.211237,77.99,0.035,24.58,2902.0,16718.87,6689.0,3.594,-0.26,3.381,1.639,0.0,176.1,4.414,18.3,724.0,0,0,1,0
FALSE POSITIVE,2.03743942,0.0,0.009757,0.82,0.0295,88.85,1299.0,673.94,5751.0,4.577,-0.52,0.774,0.826,0.0,112.5,3.103,16.0,526.0,0,0,1,1
FALSE POSITIVE,332.74984,0.0,0.02098,2.55,0.9616,89.95,302.0,1.97,6372.0,4.375,-0.2,1.112,1.063,0.0,518.1,14.77,8.7,385.00676798860127,0,0,0,0
FALSE POSITIVE,45.60304785,0.0,0.021076,102.89177806760134,0.0851,88.5,1085.3858276274318,141.6,5706.8232800782525,4.438,-0.1,1.0,0.974,0.0,421.1,8.35,23.0,385.00676798860127,0,0,0,0
FALSE POSITIVE,2.4681015,0.001,0.012797,1.22,0.0334,82.1,1244.0,564.74,5516.0,4.466,-0.24,0.872,0.811,0.0,172.8,2.83,22.1,543.0,0,0,1,0
FALSE POSITIVE,12.53449909,0.0,0.021076,102.89177806760134,0.0851,88.5,1085.3858276274318,141.6,5706.8232800782525,4.438,-0.1,1.0,0.974,0.0,421.1,6.02,23.0,385.00676798860127,0,0,0,0
FALSE POSITIVE,215.15218,0.0,0.014999,1.36,0.6824,89.95,287.0,1.61,5914.0,4.563,-0.38,0.828,0.913,0.0,264.2,19.97,6.7,385.00676798860127,0,0,0,0
FALSE POSITIVE,3.17275711,0.0,0.015736,1.27,0.0394,89.63,966.0,206.07,5058.0,4.61,-0.04,0.739,0.827,0.0,313.2,5.404,30.1,365.0,0,0,1,0
CANDIDATE,6.68231249,1.0,0.007642,2.09,0.0764,83.1,1350.0,784.74,5343.0,3.764,0.08,2.506,1.33,0.0,48.7,3.251,12.3,194.0,0,0,0,0
FALSE POSITIVE,0.73619448,0.0,0.015429,1.84,0.0167,79.68,2268.0,6218.56,6355.0,4.418,-0.12,1.09,1.134,0.0,247.3,1.1148,27.2,1818.0,0,1,1,0
FALSE POSITIVE,10.18670759,0.0,0.015613,0.95,0.0756,85.09,477.0,12.29,3995.0,4.694,-0.2,0.555,0.556,0.0,261.2,7.498,35.5,265.0,0,0,1,1
FALSE POSITIVE,365.994154,0.0,0.02726,2.87,0.9997,89.38,263.0,1.14,6074.0,4.466,-0.24,0.965,0.992,0.0,698.5,13.071,23.8,385.00676798860127,0,1,1,1
FALSE POSITIVE,0.54028956,0.0,0.197793,21.45,0.0134,12.6,2279.0,6356.72,5997.0,4.483,0.07,0.993,1.093,0.0,293.5,3.619,58.4,2465.0,0,1,1,0
FALSE POSITIVE,2.49047468,0.009,0.014075,1.53,0.0358,86.03,1413.0,940.43,6067.0,4.433,-0.24,0.997,0.981,0.0,222.2,2.2003,20.7,456.0,0,0,1,0
FALSE POSITIVE,2.17257963,0.0,0.127814,13.55,0.0299,64.18,1518.0,1254.52,6038.0,4.34,-0.94,0.971,0.753,0.0,335.5,1.5794,27.1,612.0,0,1,0,0
FALSE POSITIVE,3.307669761,0.0,0.014895,3.87,0.0486,87.21,1840.0,2710.89,5959.0,3.829,0.26,2.382,1.395,0.0,243.1,1.672,66.7,407.0,0,0,1,0
FALSE POSITIVE,3.183961388,0.084,0.193669,37.22,0.0429,83.9,1615.0,1608.01,5716.0,3.963,-0.1,1.76,1.039,0.0,39268.0,3.7875,339.2,209.0,0,1,0,0
FALSE POSITIVE,48.507991,0.09,0.019503,2.06,0.2621,86.59,511.0,16.08,6031.0,4.476,-0.12,0.966,1.013,0.0,288.9,8.984,11.4,27.0,0,0,1,0
FALSE POSITIVE,0.759766456,0.0,0.258989,29.02,0.0168,13.26,2128.0,4850.1,6174.0,4.455,-0.08,1.026,1.09,0.0,480.5,5.323,73.0,1761.0,0,1,1,1
FALSE POSITIVE,1.219034472,0.0,0.075454,9.82,0.0232,89.09,1845.0,2734.97,5833.0,4.333,0.34,1.192,1.115,0.0,6923.8,2.151,99.2,1098.0,0,1,1,1
FALSE POSITIVE,7.37339245,0.0,0.115063,13.73,0.0741,70.24,1098.0,344.18,6484.0,4.36,-0.54,1.093,0.998,0.0,125.0,2.883,36.6,183.0,0,1,0,0
FALSE POSITIVE,4.70847097,0.234,0.168982,19.58,0.0552,86.33,1202.0,493.0,6214.0,4.391,-0.24,1.061,1.006,0.0,32622.0,6.0503,607.2,282.0,0,1,0,0
FALSE POSITIVE,2.404556949,0.0,0.024182,4.69,0.0372,40.49,1958.0,3474.41,6426.0,4.013,-0.24,1.775,1.182,0.0,408.7,7.4918,147.1,558.0,1,0,1,1
CANDIDATE,66.119119,0.966,0.026737,3.0,0.3322,89.91,452.0,9.89,5828.0,4.462,0.32,1.028,1.116,0.0,862.0,3.086,9.8,15.0,0,0,0,0
CANDIDATE,0.982090079,0.0,0.369602,29.95,0.0176,63.54,1568.0,1426.18,5472.0,4.573,-0.52,0.742,0.75,0.0,5396.7,1.44892,304.1,1359.0,0,0,0,0
FALSE POSITIVE,2.972047661,0.0,0.318687,24.74,0.036,83.16,881.0,142.01,4491.0,4.58,0.12,0.711,0.702,0.0,5945.0,1.198,20.0,448.0,0,1,0,0
FALSE POSITIVE,2.237180102,0.003,0.020266,1.75,0.031,88.06,1134.0,390.02,5080.0,4.538,0.0,0.793,0.792,0.0,493.8,1.4734,23.3,506.0,0,0,1,0
FALSE POSITIVE,0.93374232,0.0,0.207803,18.29,0.018,12.9,1638.0,1706.25,5553.0,4.577,-0.16,0.806,0.903,0.0,351.4,6.552,49.1,1441.0,0,0,1,1
FALSE POSITIVE,134.76308997,0.0,0.021076,102.89177806760134,0.0851,88.5,1085.3858276274318,141.6,5706.8232800782525,4.438,-0.1,1.0,0.974,0.0,421.1,8.77,23.0,385.00676798860127,0,0,0,0
FALSE POSITIVE,0.495434094,0.0,0.015358,1.57,0.012,89.83,2151.0,5088.43,5529.0,4.471,0.14,0.936,0.945,0.0,287.9,1.2496,57.2,1352.0,0,1,0,0
FALSE POSITIVE,8.48031302,0.0,0.010313,2.74,0.0887,83.89,1510.0,1229.56,6541.0,3.778,-0.48,2.43,1.291,0.0,107.0,5.988,20.2,128.0,0,0,1,1
